Program Version:,EnergyPlus, Version 9.2.0-921312fa1d, YMD=2020.12.22 17:51
On-Site Thermal Sources

,,Heat [GJ],Percent Heat [%]
,Water-Side Heat Recovery,0.00,
,Air to Air Heat Recovery for Cooling,0.00,
,Air to Air Heat Recovery for Heating,0.00,
,High-Temperature Geothermal*,0.00,
,Solar Water Thermal,0.00,
,Solar Air Thermal,0.00,
,Total On-Site Thermal Sources,0.00,


Water Source Summary

,,Water [m3],Percent Water [%]
,Rainwater Collection,0.00,0.00
,Condensate Collection,0.00,0.00
,Groundwater Well,0.00,0.00
,Total On Site Water Sources,0.00,0.00
,-,-,-
,Initial Storage,0.00,0.00
,Final Storage,0.00,0.00
,Change in Storage,0.00,0.00
,-,-,-
,Water Supplied by Utility,174.59,100.00
,-,-,-
,Total On Site, Change in Storage, and Utility Water Sources,174.59,100.00
,Total Water End Uses,174.59,100.00


Setpoint Not Met Criteria

,,Degrees [deltaC]
,Tolerance for Zone Heating Setpoint Not Met Time,0.56
,Tolerance for Zone Cooling Setpoint Not Met Time,0.56


Comfort and Setpoint Not Met Summary

,,Facility [Hours]
,Time Setpoint Not Met During Occupied Heating,62.83
,Time Setpoint Not Met During Occupied Cooling,7.67
,Time Not Comfortable Based on Simple ASHRAE 55-2004,3247.67


Note 1: An asterisk (*) indicates that the feature is not yet implemented.
----------------------------------------------------------------------------------------------------
REPORT:,Input Verification and Results Summary
FOR:,Entire Facility
General

,,Value
,Program Version and Build,EnergyPlus, Version 9.2.0-921312fa1d, YMD=2020.12.22 17:51
,RunPeriod,RUNPERIOD 1
,Weather File,Chicago Ohare Intl Ap IL USA TMY3 WMO#=725300
,Latitude [deg],41.98
,Longitude [deg],-87.9
,Elevation [m],201.00
,Time Zone,-6.0
,North Axis Angle [deg],0.00
,Rotation for Appendix G [deg],0.00
,Hours Simulated [hrs],8760.00


ENVELOPE
Window-Wall Ratio

,,Total,North (315 to 45 deg),East (45 to 135 deg),South (135 to 225 deg),West (225 to 315 deg)
,Gross Wall Area [m2],1977.67,593.30,395.53,593.30,395.53
,Above Ground Wall Area [m2],1977.67,593.30,395.53,593.30,395.53
,Window Opening Area [m2],652.83,195.85,130.57,195.85,130.57
,Gross Window-Wall Ratio [%],33.01,33.01,33.01,33.01,33.01
,Above Ground Window-Wall Ratio [%],33.01,33.01,33.01,33.01,33.01


Conditioned Window-Wall Ratio

,,Total,North (315 to 45 deg),East (45 to 135 deg),South (135 to 225 deg),West (225 to 315 deg)
,Gross Wall Area [m2],1369.16,410.75,273.83,410.75,273.83
,Above Ground Wall Area [m2],1369.16,410.75,273.83,410.75,273.83
,Window Opening Area [m2],652.83,195.85,130.57,195.85,130.57
,Gross Window-Wall Ratio [%],47.68,47.68,47.68,47.68,47.68
,Above Ground Window-Wall Ratio [%],47.68,47.68,47.68,47.68,47.68


Skylight-Roof Ratio

,,Total
,Gross Roof Area [m2],1660.73
,Skylight Area [m2],0.00
,Skylight-Roof Ratio [%],0.00


PERFORMANCE
Zone Summary

,,Area [m2],Conditioned (Y/N),Part of Total Floor Area (Y/N),Volume [m3],Multipliers,Above Ground Gross Wall Area [m2],Underground Gross Wall Area [m2],Window Glass Area [m2],Opening Area [m2],Lighting [W/m2],People [m2 per person],Plug and Process [W/m2]
,CORE_BOTTOM,983.54,Yes,Yes,2698.04,1.00,0.00,0.00,0.00,0.00,16.8900,18.58,43.4074
,CORE_MID,983.54,Yes,Yes,2698.04,1.00,0.00,0.00,0.00,0.00,16.8900,18.58,10.7600
,CORE_TOP,983.54,Yes,Yes,2698.04,1.00,0.00,0.00,0.00,0.00,16.8900,18.58,10.7600
,FIRSTFLOOR_PLENUM,1660.73,No,No,2024.76,1.00,202.84,0.00,0.00,0.00,0.0000,,0.0000
,MIDFLOOR_PLENUM,1660.73,No,No,2024.76,1.00,202.84,0.00,0.00,0.00,0.0000,,0.0000
,PERIMETER_BOT_ZN_1,207.34,Yes,Yes,568.77,1.00,136.92,0.00,65.28,65.28,16.8900,18.58,10.7600
,PERIMETER_BOT_ZN_2,131.26,Yes,Yes,360.08,1.00,91.28,0.00,43.52,43.52,16.8900,18.58,10.7600
,PERIMETER_BOT_ZN_3,207.34,Yes,Yes,568.77,1.00,136.92,0.00,65.28,65.28,16.8900,18.58,10.7600
,PERIMETER_BOT_ZN_4,131.25,Yes,Yes,360.05,1.00,91.28,0.00,43.52,43.52,16.8900,18.58,10.7600
,PERIMETER_MID_ZN_1,207.34,Yes,Yes,568.77,1.00,136.92,0.00,65.28,65.28,16.8900,18.58,10.7600
,PERIMETER_MID_ZN_2,131.26,Yes,Yes,360.08,1.00,91.28,0.00,43.52,43.52,16.8900,18.58,10.7600
,PERIMETER_MID_ZN_3,207.34,Yes,Yes,568.77,1.00,136.92,0.00,65.28,65.28,16.8900,18.58,10.7600
,PERIMETER_MID_ZN_4,131.25,Yes,Yes,360.05,1.00,91.28,0.00,43.52,43.52,16.8900,18.58,10.7600
,PERIMETER_TOP_ZN_1,207.34,Yes,Yes,568.77,1.00,136.92,0.00,65.28,65.28,16.8900,18.58,10.7600
,PERIMETER_TOP_ZN_2,131.26,Yes,Yes,360.08,1.00,91.28,0.00,43.52,43.52,16.8900,18.58,10.7600
,PERIMETER_TOP_ZN_3,207.34,Yes,Yes,568.77,1.00,136.92,0.00,65.28,65.28,16.8900,18.58,10.7600
,PERIMETER_TOP_ZN_4,131.25,Yes,Yes,360.05,1.00,91.28,0.00,43.52,43.52,16.8900,18.58,10.7600
,TOPFLOOR_PLENUM,1660.73,No,No,2024.76,1.00,202.84,0.00,0.00,0.00,0.0000,,0.0000
,Total,4982.19,,,13667.13,,1369.16,0.00,652.83,652.83,16.8900,18.58,17.2049
,Conditioned Total,4982.19,,,13667.13,,1369.16,0.00,652.83,652.83,16.8900,18.58,17.2049
,Unconditioned Total,0.00,,,0.00,,0.00,0.00,0.00,0.00,,,
,Not Part of Total,4982.19,,,6074.28,,608.51,0.00,0.00,0.00,0.0000,,0.0000


----------------------------------------------------------------------------------------------------
REPORT:,Demand End Use Components Summary
FOR:,Entire Facility
End Uses

,,Electricity [W],Natural Gas [W],Propane [W],District Cooling [W],Steam [W],Water [m3/s]
,Time of Peak,19-JUL-15:00,06-FEB-06:10,-,-,-,03-JAN-12:20
,Heating,0.00,558776.03,0.00,0.00,0.00,0.00
,Cooling,109972.67,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,75734.21,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,63018.04,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,33905.10,0.00,0.00,0.00,0.00,0.00
,Pumps,8.44,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,20.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,
,Total End Uses,282638.46,558796.03,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [W],Natural Gas [W],Propane [W],District Cooling [W],Steam [W],Water [m3/s]
,Heating,General,0.00,558776.03,0.00,0.00,0.00,0.00
,Cooling,General,109972.67,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,General,75734.21,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,Exterior Facade Lighting,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,General,48247.49,0.00,0.00,0.00,0.00,0.00
,,Elevators,14770.55,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,General,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,Fan Energy,33905.10,0.00,0.00,0.00,0.00,0.00
,Pumps,General,8.44,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,General,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,General,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,General,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,Water Heater,0.00,20.00,0.00,0.00,0.00,0.00
,,General,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,General,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,General,0.00,0.00,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Source Energy End Use Components Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Source Energy End Use Components Summary

,,Source Electricity [GJ],Source Natural Gas [GJ],Source Additional Fuel [GJ],Source District Cooling [GJ],Source District Heating [GJ]
,Heating,0.00,932.57,0.00,0.00,0.00
,Cooling,850.79,0.00,0.00,0.00,0.00
,Interior Lighting,3374.43,0.00,0.00,0.00,0.00
,Exterior Lighting,992.09,0.00,0.00,0.00,0.00
,Interior Equipment,3781.89,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00
,Fans,2294.32,0.00,0.00,0.00,0.00
,Pumps,0.94,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,39.43,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,11294.45,972.01,0.00,0.00,0.00


Normalized Metrics
Source Energy End Use Components Per Conditioned Floor Area

,,Source Electricity [MJ/m2],Source Natural Gas [MJ/m2],Source Additional Fuel [MJ/m2],Source District Cooling [MJ/m2],Source District Heating [MJ/m2]
,Heating,0.00,187.18,0.00,0.00,0.00
,Cooling,170.77,0.00,0.00,0.00,0.00
,Interior Lighting,677.30,0.00,0.00,0.00,0.00
,Exterior Lighting,199.13,0.00,0.00,0.00,0.00
,Interior Equipment,759.08,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00
,Fans,460.50,0.00,0.00,0.00,0.00
,Pumps,0.19,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,7.91,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,2266.97,195.10,0.00,0.00,0.00


Source Energy End Use Components Per Total Floor Area

,,Source Electricity [MJ/m2],Source Natural Gas [MJ/m2],Source Additional Fuel [MJ/m2],Source District Cooling [MJ/m2],Source District Heating [MJ/m2]
,Heating,0.00,187.18,0.00,0.00,0.00
,Cooling,170.77,0.00,0.00,0.00,0.00
,Interior Lighting,677.30,0.00,0.00,0.00,0.00
,Exterior Lighting,199.13,0.00,0.00,0.00,0.00
,Interior Equipment,759.08,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00
,Fans,460.50,0.00,0.00,0.00,0.00
,Pumps,0.19,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,7.91,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,2266.97,195.10,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Component Sizing Summary
FOR:,Entire Facility
AirTerminal:SingleDuct:Uncontrolled

,,Design Size Maximum Air Flow Rate [m3/s]
,CORE_BOTTOM DIRECT AIR,3.54
,CORE_MID DIRECT AIR,3.51
,CORE_TOP DIRECT AIR,3.49
,PERIMETER_BOT_ZN_1 DIRECT AIR,1.06
,PERIMETER_BOT_ZN_2 DIRECT AIR,1.06
,PERIMETER_BOT_ZN_3 DIRECT AIR,1.06
,PERIMETER_BOT_ZN_4 DIRECT AIR,1.19
,PERIMETER_MID_ZN_1 DIRECT AIR,1.15
,PERIMETER_MID_ZN_2 DIRECT AIR,1.20
,PERIMETER_MID_ZN_3 DIRECT AIR,1.14
,PERIMETER_MID_ZN_4 DIRECT AIR,1.31
,PERIMETER_TOP_ZN_1 DIRECT AIR,1.54
,PERIMETER_TOP_ZN_2 DIRECT AIR,1.16
,PERIMETER_TOP_ZN_3 DIRECT AIR,1.54
,PERIMETER_TOP_ZN_4 DIRECT AIR,1.39
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


AirLoopHVAC

,,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],Sum of Air Terminal Minimum Heating Flow Rates [m3/s],Sum of Air Terminal Maximum Flow Rates [m3/s],Adjusted Heating Design Air Flow Rate [m3/s],Adjusted Cooling Design Air Flow Rate [m3/s],Adjusted Main Design Air Flow Rate [m3/s],User Heating Air Flow Ratio [],Calculated Heating Air Flow Ratio [],Design Supply Air Flow Rate [m3/s]
,PSZ_1:1,3.54,3.54,3.54,3.54,3.54,3.54,1.00,1.00,3.54
,PSZ_1:2,1.06,1.06,1.06,1.06,1.06,1.06,1.00,1.00,1.06
,PSZ_1:3,1.06,1.06,1.06,1.06,1.06,1.06,1.00,1.000000,1.06
,PSZ_1:4,1.06,1.06,1.06,1.06,1.06,1.06,1.00,1.00,1.06
,PSZ_1:5,1.19,1.19,1.19,1.19,1.19,1.19,1.00,1.000000,1.19
,PSZ_2:1,3.51,3.51,3.51,3.51,3.51,3.51,1.00,1.00,3.51
,PSZ_2:2,1.15,1.15,1.15,1.15,1.15,1.15,1.00,1.00,1.15
,PSZ_2:3,1.20,1.20,1.20,1.20,1.20,1.20,1.00,1.00,1.20
,PSZ_2:4,1.14,1.14,1.14,1.14,1.14,1.14,1.00,1.00,1.14
,PSZ_2:5,1.31,1.31,1.31,1.31,1.31,1.31,1.00,1.00,1.31
,PSZ_3:1,3.49,3.49,3.49,3.49,3.49,3.49,1.00,1.00,3.49
,PSZ_3:2,1.54,1.54,1.54,1.54,1.54,1.54,1.00,1.00,1.54
,PSZ_3:3,1.16,1.16,1.16,1.16,1.16,1.16,1.00,1.00,1.16
,PSZ_3:4,1.54,1.54,1.54,1.54,1.54,1.54,1.00,1.00,1.54
,PSZ_3:5,1.39,1.39,1.39,1.39,1.39,1.39,1.00,1.00,1.39
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Controller:OutdoorAir

,,Maximum Outdoor Air Flow Rate [m3/s],Minimum Outdoor Air Flow Rate [m3/s]
,PSZ_1:1_OA_CONTROLLER,3.54,0.661690
,PSZ_1:2_OA_CONTROLLER,1.06,0.139490
,PSZ_1:3_OA_CONTROLLER,1.06,0.088309
,PSZ_1:4_OA_CONTROLLER,1.06,0.139490
,PSZ_1:5_OA_CONTROLLER,1.19,0.088303
,PSZ_2:1_OA_CONTROLLER,3.51,0.661690
,PSZ_2:2_OA_CONTROLLER,1.15,0.139490
,PSZ_2:3_OA_CONTROLLER,1.20,0.088309
,PSZ_2:4_OA_CONTROLLER,1.14,0.139490
,PSZ_2:5_OA_CONTROLLER,1.31,0.088303
,PSZ_3:1_OA_CONTROLLER,3.49,0.661690
,PSZ_3:2_OA_CONTROLLER,1.54,0.139490
,PSZ_3:3_OA_CONTROLLER,1.16,0.088309
,PSZ_3:4_OA_CONTROLLER,1.54,0.139490
,PSZ_3:5_OA_CONTROLLER,1.39,0.088303
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Coil:Cooling:DX:TwoSpeed

,,Design Size High Speed Rated Air Flow Rate [m3/s],Design Size High Speed Gross Rated Total Cooling Capacity [W],Design Size High Speed Rated Sensible Heat Ratio,Design Size Low Speed Rated Air Flow Rate [m3/s],Design Size Low Speed Gross Rated Total Cooling Capacity [W],Design Size Low Speed Gross Rated Sensible Heat Ratio
,PSZ_1:1_COOLC DXCOIL,3.54,78899.48,0.732996,1.18,26297.20,0.732996
,PSZ_1:2_COOLC DXCOIL,1.06,24438.63,0.723204,0.354945,8145.39,0.723204
,PSZ_1:3_COOLC DXCOIL,1.06,19569.34,0.800597,0.353234,6522.46,0.800597
,PSZ_1:4_COOLC DXCOIL,1.06,26202.92,0.698083,0.351695,8733.43,0.698083
,PSZ_1:5_COOLC DXCOIL,1.19,22786.39,0.788687,0.395193,7594.70,0.788687
,PSZ_2:1_COOLC DXCOIL,3.51,68890.11,0.780330,1.17,22961.07,0.780330
,PSZ_2:2_COOLC DXCOIL,1.15,24982.18,0.741026,0.383118,8326.56,0.741026
,PSZ_2:3_COOLC DXCOIL,1.20,21714.77,0.800300,0.401121,7237.53,0.800300
,PSZ_2:4_COOLC DXCOIL,1.14,26486.62,0.719266,0.380427,8827.99,0.719266
,PSZ_2:5_COOLC DXCOIL,1.31,24790.15,0.796678,0.438079,8262.56,0.796678
,PSZ_3:1_COOLC DXCOIL,3.49,81121.90,0.718612,1.16,27037.93,0.718612
,PSZ_3:2_COOLC DXCOIL,1.54,33188.84,0.744712,0.513855,11061.84,0.744712
,PSZ_3:3_COOLC DXCOIL,1.16,21081.01,0.800180,0.386966,7026.30,0.800180
,PSZ_3:4_COOLC DXCOIL,1.54,34306.68,0.732607,0.512175,11434.42,0.732607
,PSZ_3:5_COOLC DXCOIL,1.39,25907.82,0.800663,0.463483,8635.08,0.800663
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Coil:Heating:Fuel

,,Design Size Nominal Capacity [W]
,PSZ_1:1_HEATC,111980.09
,PSZ_1:2_HEATC,30783.62
,PSZ_1:3_HEATC,28154.20
,PSZ_1:4_HEATC,30564.59
,PSZ_1:5_HEATC,30982.78
,PSZ_2:1_HEATC,111387.87
,PSZ_2:2_HEATC,32682.67
,PSZ_2:3_HEATC,31382.37
,PSZ_2:4_HEATC,32501.32
,PSZ_2:5_HEATC,33873.78
,PSZ_3:1_HEATC,110811.47
,PSZ_3:2_HEATC,41495.27
,PSZ_3:3_HEATC,30426.99
,PSZ_3:4_HEATC,41382.11
,PSZ_3:5_HEATC,35585.20
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Fan:ConstantVolume

,,Design Size Maximum Flow Rate [m3/s]
,PSZ_1:1_FAN,3.54
,PSZ_1:2_FAN,1.06
,PSZ_1:3_FAN,1.06
,PSZ_1:4_FAN,1.06
,PSZ_1:5_FAN,1.19
,PSZ_2:1_FAN,3.51
,PSZ_2:2_FAN,1.15
,PSZ_2:3_FAN,1.20
,PSZ_2:4_FAN,1.14
,PSZ_2:5_FAN,1.31
,PSZ_3:1_FAN,3.49
,PSZ_3:2_FAN,1.54
,PSZ_3:3_FAN,1.16
,PSZ_3:4_FAN,1.54
,PSZ_3:5_FAN,1.39
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


PlantLoop

,,Maximum Loop Flow Rate [m3/s],Plant Loop Volume [m3]
,SWHSYS1,0.000031,0.003744
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Pump:ConstantSpeed

,,Design Flow Rate [m3/s],Design Power Consumption [W]
,SWHSYS1 PUMP,0.000031,8.44
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


WaterHeater:Mixed

,,Use Side Design Flow Rate [m3/s]
,SWHSYS1 WATER HEATER,0.000031
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


----------------------------------------------------------------------------------------------------
REPORT:,Surface Shadowing Summary
FOR:,Entire Facility
Surfaces (Walls, Roofs, etc) that may be Shadowed by Other Surfaces

,,None


Subsurfaces (Windows and Doors) that may be Shadowed by Surfaces

,,Possible Shadow Receivers
,PERIMETER_BOT_ZN_1_WALL_SOUTH,PERIMETER_BOT_ZN_1_WALL_SOUTH_WINDOW |
,PERIMETER_BOT_ZN_2_WALL_EAST,PERIMETER_BOT_ZN_2_WALL_EAST_WINDOW |
,PERIMETER_BOT_ZN_3_WALL_NORTH,PERIMETER_BOT_ZN_3_WALL_NORTH_WINDOW |
,PERIMETER_BOT_ZN_4_WALL_WEST,PERIMETER_BOT_ZN_4_WALL_WEST_WINDOW |
,PERIMETER_MID_ZN_1_WALL_SOUTH,PERIMETER_MID_ZN_1_WALL_SOUTH_WINDOW |
,PERIMETER_MID_ZN_2_WALL_EAST,PERIMETER_MID_ZN_2_WALL_EAST_WINDOW |
,PERIMETER_MID_ZN_3_WALL_NORTH,PERIMETER_MID_ZN_3_WALL_NORTH_WINDOW |
,PERIMETER_MID_ZN_4_WALL_WEST,PERIMETER_MID_ZN_4_WALL_WEST_WINDOW |
,PERIMETER_TOP_ZN_1_WALL_SOUTH,PERIMETER_TOP_ZN_1_WALL_SOUTH_WINDOW |
,PERIMETER_TOP_ZN_2_WALL_EAST,PERIMETER_TOP_ZN_2_WALL_EAST_WINDOW |
,PERIMETER_TOP_ZN_3_WALL_NORTH,PERIMETER_TOP_ZN_3_WALL_NORTH_WINDOW |
,PERIMETER_TOP_ZN_4_WALL_WEST,PERIMETER_TOP_ZN_4_WALL_WEST_WINDOW |


----------------------------------------------------------------------------------------------------
REPORT:,Adaptive Comfort Summary
FOR:,Entire Facility
Time Not Meeting the Adaptive Comfort Models during Occupied Hours

,,ASHRAE55 90% Acceptability Limits [Hours],ASHRAE55 80% Acceptability Limits  [Hours],CEN15251 Category I Acceptability Limits [Hours],CEN15251 Category II Acceptability Limits [Hours],CEN15251 Category III Acceptability Limits [Hours]


----------------------------------------------------------------------------------------------------
REPORT:,Initialization Summary
FOR:,Entire Facility
Version

,,Version ID
,           1,9.2


Timesteps per Hour

,,#TimeSteps,Minutes per TimeStep {minutes}
,           1,6,10


System Convergence Limits

,,Minimum System TimeStep {minutes},Max HVAC Iterations,Minimum Plant Iterations,Maximum Plant Iterations
,           1,2,25,2,8


Simulation Control

,,Do Zone Sizing,Do System Sizing,Do Plant Sizing,Do Design Days,Do Weather Simulation,Do HVAC Sizing Simulation
,           1,Yes,Yes,Yes,No,Yes,No


Output Reporting Tolerances

,,Tolerance for Time Heating Setpoint Not Met,Tolerance for Zone Cooling Setpoint Not Met Time
,           1,0.556,0.556


Site:GroundTemperature:BuildingSurface

