Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/01  11:00:00,144734822.79243887,0.0,18182.097151611095,15146841.55919508,0.0,57896985.85326433,71642428.94400433,30384.338823529408,302445425.3352078,302373425.3352078,72000.0,282754507.97793439,0.0,656357.8931907268,235851271.76146216,76306.08079783058 
 01/01  12:00:00,122970542.69035825,0.0,0.0,15146841.55919508,0.0,57896985.85326433,49896330.939075339,30384.33882352941,201816066.40506796,197845477.54176186,3970588.8633061016,196820277.15610589,0.0,984536.83978609,154319472.48257426,0.0 
 01/01  13:00:00,143564144.9903528,0.0,0.0,15146841.55919508,0.0,57896985.85326433,70489933.23906988,30384.338823529408,255501071.55795817,251529865.8949747,3971205.66298346,247585250.57890899,0.0,984536.83978609,196193295.39808024,0.0 
 01/01  14:00:00,132891922.09027314,0.0,0.0,15146841.55919508,0.0,57896985.85326433,59817710.338990237,30384.33882352941,185851189.16590709,185779189.16590709,72000.0,196376470.803308,0.0,1476805.2596791352,144907767.5494075,0.0 
 01/01  15:00:00,146533539.07083205,0.0,0.0,15146841.55919508,0.0,57896985.85326433,73459327.31954913,30384.33882352941,238974017.66066063,235002843.58961604,3971174.0710445938,239777994.57453329,0.0,984536.83978609,183302217.99990053,0.0 
 01/01  16:00:00,134420545.55585597,0.0,0.0,15146841.55919508,0.0,57896985.85326433,61346333.80457303,30384.33882352941,193595339.93610735,193523339.93610735,72000.0,204649120.32145304,0.0,656357.8931907268,150948205.15016375,0.0 
 01/01  17:00:00,189578452.52164973,0.0,0.0,15146841.55919508,42741600.0,57896985.85326433,73762640.77036673,30384.33882352941,265767851.3308887,261797052.9689871,3970798.361901598,260356282.39749358,0.0,656357.8931907268,204201701.31580998,0.0 
 01/01  18:00:00,200376938.6837511,0.0,0.0,15146841.55919508,64112400.0,57896985.85326433,63190326.932468149,30384.33882352941,218870218.28544165,218798218.28544165,72000.0,225235674.34412606,0.0,656357.8931907268,170662610.2626445,0.0 
 01/01  19:00:00,213254243.93151856,0.0,0.0,15146841.55919508,64112400.0,57896985.85326433,76067632.18023566,30384.33882352941,294943816.25936159,290973188.1015334,3970628.157828184,283413981.9233001,0.0,656357.8931907269,226959086.71919606,0.0 
 01/01  20:00:00,201298935.24769867,0.0,0.0,15146841.55919508,64112400.0,57896985.85326433,64112323.49641571,30384.33882352941,235930091.98828016,235858091.98828016,72000.0,238666605.75233788,0.0,656357.8931907268,183969311.75085858,0.0 
 01/01  21:00:00,213715242.2134924,0.0,0.0,15146841.55919508,64112400.0,57896985.85326433,76528630.46220944,30384.33882352941,291664077.24336358,291592077.24336358,72000.0,284365781.4588901,0.0,656357.8931907268,227441820.24982355,0.0 
 01/01  22:00:00,200837936.9657249,0.0,0.0,15146841.55919508,64112400.0,57896985.85326433,63651325.21444193,30384.33882352941,238811941.40743796,234840550.62815205,3971390.7792858926,237525992.978418,0.0,1148626.3130837719,183175629.4899586,0.0 
 01/01  23:00:00,211410250.80362348,0.0,0.0,15146841.55919508,64112400.0,57896985.85326433,74223639.05234052,30384.33882352941,302170226.0089083,298199647.95220896,3970578.0566993409,287420781.1425369,0.0,656357.8931907268,232595725.40272296,0.0 
 01/01  24:00:00,198993943.83782975,0.0,0.0,15146841.55919508,64112400.0,57896985.85326433,61807332.0865468,30384.33882352941,245731766.80810539,245659766.80810539,72000.0,244067866.16920633,0.0,656357.8931907268,191614618.1103222,0.0 
 01/02  01:00:00,225638264.9863333,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,69152657.95062892,30384.33882352941,317604060.4155783,317532060.4155783,72000.0,297570484.7886999,0.0,822188.3656156191,247675007.12415109,0.0 
 01/02  02:00:00,213221958.0205396,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,56736350.984835218,30384.33882352941,269730350.7068405,265759369.0224682,3970981.6843723149,255168328.15186594,0.0,822188.3656156192,207292307.83752523,0.0 
 01/02  03:00:00,232553239.21594004,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,76067632.18023564,30384.33882352941,333812185.46589127,333740185.46589127,72000.0,314019781.7158907,0.0,822188.3656156191,260317344.66339518,0.0 
 01/02  04:00:00,213221958.0205396,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,56736350.984835218,30384.33882352941,271011474.1137733,267040247.82575578,3971226.2880175046,256165471.19784189,0.0,822188.3656156192,208291393.30408953,0.0 
 01/02  05:00:00,230709246.08804489,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,74223639.05234052,30384.33882352941,318350512.56094357,318278512.56094357,72000.0,301608476.5461254,0.0,822188.3656156191,248257239.797536,0.0 
 01/02  06:00:00,228368799.57973469,0.0,0.0,30293683.11839016,64112400.0,77195981.13768575,56736350.984835218,30384.33882352941,239427666.9444963,235455896.4126591,3971770.5318371977,237779725.36991913,0.0,1315501.3849849906,183655599.2018741,0.0 
 01/02  07:00:00,293690825.0955527,0.0,0.0,30293683.11839016,64112400.0,77195981.13768575,122058376.50065318,30384.33882352941,1071465899.7999145,1067494552.057107,3971347.7428074937,940483692.8575561,0.0,1151063.7118618668,832645750.6045435,0.0 
 01/02  08:00:00,351995052.87079456,0.0,0.0,90881049.35517045,21370800.0,117654442.67614728,122058376.50065318,30384.338823529408,1046133917.4026195,1042160519.6876994,3973397.7149199459,656507197.7874098,0.0,3124315.7893393526,812885205.3564057,0.0 
 01/02  09:00:00,648183833.4977477,0.0,0.0,272643148.0655114,0.0,253451924.59275989,122058376.50065318,30384.338823529408,655722717.5159528,647841853.6872306,7880863.828722311,433820975.12039878,36786557.31520405,5755318.559309332,505316645.8760398,0.0 
 01/02  10:00:00,618128976.3548906,0.0,0.0,272643148.0655114,0.0,223397067.4499028,122058376.50065318,30384.338823529408,539632971.2384962,531750420.56333258,7882550.675163675,350119678.56291666,32937993.623123833,6248631.578678705,414765328.0393993,0.0 
 01/02  11:00:00,611193240.0911543,0.0,0.0,272643148.0655114,0.0,216461331.18616648,122058376.50065318,30384.338823529408,451981216.2408688,444098750.7464012,7882465.494467538,291988500.8694282,31061745.90867216,6413069.25180183,346397025.58219298,0.0 
 01/02  12:00:00,618128976.3548906,0.0,0.0,272643148.0655114,0.0,223397067.4499028,122058376.50065318,30384.338823529408,382048578.468022,370255421.6655741,11793156.802447884,239629163.18306855,34064860.1147103,7728570.636786818,288799228.89914789,0.0 
 01/02  13:00:00,616169321.7298102,0.0,0.0,272643148.0655114,0.0,221437412.82482205,122058376.50065318,30384.338823529408,368443477.9082991,356645014.9720861,11798462.936213013,228958342.24298958,37810296.026590358,9372947.368018058,278183111.6782271,0.0 
 01/02  14:00:00,623908756.5746708,0.0,0.0,272643148.0655114,0.0,229176847.66968299,122058376.50065318,30384.338823529408,311643140.7951398,299844986.7401007,11798154.055039123,173028098.16761495,42459291.82265818,8879634.34864869,233879089.65727855,0.0 
 01/02  15:00:00,611193240.0911543,0.0,0.0,272643148.0655114,0.0,216461331.18616648,122058376.50065318,30384.338823529408,313962742.5112727,302192053.45930519,11770689.051967603,162568364.06153215,42423206.24745206,5590880.886186211,235709801.69825799,0.0 
 01/02  16:00:00,611193240.0911543,0.0,0.0,272643148.0655114,0.0,216461331.18616648,122058376.50065318,30384.338823529408,291326651.7717361,287335332.9092694,3991318.8624666768,156150636.1422891,42019181.60069226,5426443.213063086,224121559.66923014,0.0 
 01/02  17:00:00,664338444.4867587,0.0,0.0,272643148.0655114,42741600.0,226864935.58177094,122058376.50065318,30384.338823529408,289896630.84086218,278105740.8503604,11790889.99050169,156032940.91745634,46440964.29597362,7235257.617417449,216922477.86328114,0.0 
 01/02  18:00:00,624318179.6688541,0.0,0.0,212055781.82873113,64112400.0,226061237.00064618,122058376.50065318,30384.338823529408,354930628.38152888,347053080.75923529,7877547.622293543,183705673.06893955,49963049.39424202,4275379.501201221,270701402.9922035,0.0 
 01/02  19:00:00,467335020.6654285,0.0,0.0,151468415.59195087,64112400.0,129665444.23400118,122058376.50065318,30384.338823529408,419616286.5317753,415642467.92364439,3973818.608130918,222840474.860952,26577597.70317162,3453191.1355856007,324201124.98044267,0.0 
 01/02  20:00:00,458087372.3137802,0.0,0.0,151468415.59195087,64112400.0,120417795.88235286,122058376.50065318,30384.338823529408,409840018.87268719,405867448.4648034,3972570.4078837607,218674683.5967337,17295160.52009032,2466565.0968468578,316576609.8025467,0.0 
 01/02  21:00:00,378201010.7925785,0.0,0.0,90881049.35517045,64112400.0,101118800.5979314,122058376.50065318,30384.338823529408,470183767.2176868,466210675.6200352,3973091.5976515768,244995415.16190357,9168467.985188906,2795440.4430931059,363644326.98362746,0.0 
 01/02  22:00:00,373577186.6167544,0.0,0.0,90881049.35517045,64112400.0,96494976.4221072,122058376.50065318,30384.338823529408,458768792.8900416,454797455.54487398,3971337.3451676929,240168728.82477979,5554521.163544867,1315501.3849849904,354742015.32500168,0.0 
 01/02  23:00:00,179960640.52459405,0.0,23142.15677974257,30293683.11839016,64112400.0,77195981.13768575,8305049.772914827,30384.33882352941,2392503.681489382,2320503.681489382,72000.0,18991059.317029209,0.0,822188.3656156191,1809992.8715617178,97122.31049841484 
 01/02  24:00:00,181782948.61923287,0.0,118581.36154328339,15146841.55919508,64112400.0,77195981.13768575,25178760.221985196,30384.33882352941,24169382.960349557,20198397.347958909,3970985.6123906506,43874005.16669929,0.0,822188.3656156191,15754749.93140795,497658.70678107577 
 01/03  01:00:00,195791060.88436885,0.0,105735.84689902971,15146841.55919508,64112400.0,77195981.13768575,39199718.00176543,30384.33882352941,45623048.02093725,45551048.02093725,72000.0,74911945.36653713,0.0,823896.3607520128,35529817.45633106,444234.8695231244 
 01/03  02:00:00,196258266.0468283,0.0,72475.42542551999,15146841.55919508,64112400.0,77195981.13768575,39700183.58569839,30384.33882352941,56556200.44334073,52585071.74342597,3971128.699914765,80737236.57363442,0.0,823896.3607520128,41016355.95987226,304502.8983534254 
 01/03  03:00:00,205776768.149757,0.0,34881.67768193584,15146841.55919508,64112400.0,77195981.13768575,49256279.43637071,30384.33882352941,71835879.36900331,71763879.36900331,72000.0,104194531.19686225,0.0,823896.3607520128,55975825.90782259,146390.38023872113 
 01/03  04:00:00,197205663.9125053,0.0,4805.08752748067,15146841.55919508,64112400.0,77195981.13768575,40715251.78927343,30384.33882352941,73665085.01804362,69694168.43366994,3970916.584373674,95154648.28144707,0.0,823896.3607520128,54361451.37826256,20165.84742976694 
 01/03  05:00:00,205741886.47207508,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,49256279.43637071,30384.33882352941,103834734.16021656,103762734.16021656,72000.0,128437493.96363533,0.0,823896.3607520128,80934932.64496893,0.0 
 01/03  06:00:00,212347700.38417293,0.0,0.0,30293683.11839016,64112400.0,77195981.13768575,40715251.78927343,30384.33882352941,112061602.17335838,108089879.75769884,3971722.415659548,128931851.38143328,0.0,1318234.1772032206,84310106.21100508,0.0 
 01/03  07:00:00,293690825.0955527,0.0,0.0,30293683.11839016,64112400.0,77195981.13768575,122058376.50065318,30384.33882352941,652351441.0873768,652279441.0873768,72000.0,617572981.7305757,0.0,1153454.9050528182,508777964.048154,0.0 
 01/03  08:00:00,351995052.87079456,0.0,0.0,90881049.35517045,21370800.0,117654442.67614728,122058376.50065318,30384.33882352941,785183484.0865152,777308970.6526109,7874513.433904378,428962302.0827183,17598139.85167077,3130806.170857649,606300997.1090366,0.0 
 01/03  09:00:00,648183833.4977477,0.0,0.0,272643148.0655114,0.0,253451924.59275989,122058376.50065318,30384.33882352941,482373768.01256909,474492370.6799754,7881397.332593637,260204115.32679714,58098436.11771037,5767274.52526409,370104049.1303808,0.0 
 01/03  10:00:00,618128976.3548906,0.0,0.0,272643148.0655114,0.0,223397067.4499028,122058376.50065318,30384.338823529408,418790861.6522763,410908928.59302476,7881933.059251594,211226568.17275674,60881764.97455363,6261612.341715299,320508964.3025593,0.0 
 01/03  11:00:00,611193240.0911543,0.0,0.0,272643148.0655114,0.0,216461331.18616648,122058376.50065318,30384.338823529408,365317016.46599718,357434459.0957043,7882557.370292841,176587516.1074166,62476626.372858349,6426391.6138657019,278798878.0946494,0.0 
 01/03  12:00:00,618128976.3548906,0.0,0.0,272643148.0655114,0.0,223397067.4499028,122058376.50065318,30384.338823529408,324541292.03901436,312749215.77387526,11792076.265139102,151152731.55636005,67585293.78621581,7744625.791068921,243944388.30362267,0.0 
 01/03  13:00:00,616169321.7298102,0.0,0.0,272643148.0655114,0.0,221437412.82482205,122058376.50065318,30384.338823529408,327154585.1218715,315357336.6960092,11797248.42586226,154213125.8574319,64268173.03785478,9392418.512572946,245978722.62288726,0.0 
 01/03  14:00:00,623908756.5746708,0.0,0.0,272643148.0655114,0.0,229176847.66968299,122058376.50065318,30384.338823529408,261667237.02175705,249870191.78082473,11797045.24093235,115222415.3650548,75248734.18818611,8898080.69612174,194898749.58904327,0.0 
 01/03  15:00:00,611193240.0911543,0.0,0.0,272643148.0655114,0.0,216461331.18616648,122058376.50065318,30384.338823529408,245433607.4710289,237552486.91261129,7881120.558417619,107561726.34990713,74387448.41554787,5602495.253113689,185290939.7918368,0.0 
 01/03  16:00:00,611193240.0911543,0.0,0.0,272643148.0655114,0.0,216461331.18616648,122058376.50065318,30384.338823529408,242267665.6037937,234387255.24675108,7880410.357042628,106533821.1346362,76053296.1606541,5437715.980963286,182822059.09246583,0.0 
 01/03  17:00:00,664338444.4867587,0.0,0.0,272643148.0655114,42741600.0,226864935.58177094,122058376.50065318,30384.338823529408,257823781.95840828,246032859.62176154,11790922.33664674,116673856.14967239,80678417.9453482,7250287.974617713,191905630.504974,0.0 
 01/03  18:00:00,624318179.6688541,0.0,0.0,212055781.82873113,64112400.0,226061237.00064618,122058376.50065318,30384.338823529408,317130604.3710456,313155750.95717188,3974853.4138737765,146872597.77855734,78211820.89700428,4284261.075910467,244261485.74659396,0.0 
 01/03  19:00:00,467335020.6654285,0.0,0.0,151468415.59195087,64112400.0,129665444.23400118,122058376.50065318,30384.338823529408,403938963.2299627,396062516.28921058,7876446.940752122,185755127.39209218,47286681.165194559,3460364.715158454,308928762.70558437,0.0 
 01/03  20:00:00,458087372.3137802,0.0,0.0,151468415.59195087,64112400.0,120417795.88235286,122058376.50065318,30384.338823529408,419097019.80525127,415124266.4160264,3972753.389224839,192549652.57225646,36213056.51088361,2471689.082256038,323796927.8045006,0.0 
 01/03  21:00:00,378201010.7925785,0.0,0.0,90881049.35517045,64112400.0,101118800.5979314,122058376.50065318,30384.338823529408,501872612.9020911,497899546.60364046,3973066.2984506499,220486660.48383744,20217354.701936149,2801247.6265568446,388361646.3508396,0.0 
 01/03  22:00:00,373577186.6167544,0.0,0.0,90881049.35517045,64112400.0,96494976.4221072,122058376.50065318,30384.338823529408,517750861.54544606,513779421.2414484,3971440.3039975569,227682318.11339439,15062612.304973433,1318234.1772032208,400747948.56832996,0.0 
 01/03  23:00:00,181112003.8159831,0.0,0.0,30293683.11839016,64112400.0,77195981.13768575,9479555.221083599,30384.33882352941,7163843.0181529209,7091843.0181529209,72000.0,22958531.551471585,0.0,823896.3607520128,5531637.554159278,0.0 
 01/03  24:00:00,193819379.44178779,0.0,114958.36373133713,15146841.55919508,64112400.0,77195981.13768575,37218814.042352039,30384.338823529408,48019271.761873949,44048168.67273221,3971103.089141729,71049193.66952288,0.0,823896.3607520128,34357571.56473113,482580.73646358426 
 01/04  01:00:00,201030503.350644,0.0,7719.809961317768,15146841.55919508,64112400.0,77195981.13768575,44537176.504978287,30384.33882352941,60175190.043973069,60103190.043973069,72000.0,93191983.16727713,0.0,825570.8460910071,46880488.234299,32398.26724828745 
 01/04  02:00:00,201919961.75637029,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,45434354.720665868,30384.33882352941,97073567.61713124,93102595.6308252,3970971.9863060249,117560900.03755866,0.0,825570.8460910071,72620024.59204366,0.0 
 01/04  03:00:00,201022783.54068268,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,44537176.504978287,30384.33882352941,94520172.18559478,94448172.18559478,72000.0,119993335.2434336,0.0,825570.8460910071,73669574.30476395,0.0 
 01/04  04:00:00,201919961.75637029,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,45434354.720665868,30384.33882352941,128581513.59356001,124610404.22799035,3971109.365569672,142628927.80415524,0.0,825570.8460910071,97196115.29783248,0.0 
 01/04  05:00:00,201022783.54068268,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,44537176.504978287,30384.33882352941,124739113.64515913,124667113.64515913,72000.0,143318578.24169383,0.0,825570.8460910071,97240348.64322414,0.0 
 01/04  06:00:00,217066803.31556539,0.0,0.0,30293683.11839016,64112400.0,77195981.13768575,45434354.720665868,30384.33882352941,147947256.997268,143975570.6730507,3971686.3242173015,162931205.2561621,0.0,1320913.3537456117,112300945.12497954,0.0 
 01/04  07:00:00,293690825.0955527,0.0,0.0,30293683.11839016,64112400.0,77195981.13768575,122058376.50065318,30384.33882352941,618913566.8910545,618841566.8910545,72000.0,589250090.3269097,0.0,1155799.18452741,482696422.1750226,0.0 
 01/04  08:00:00,351995052.87079456,0.0,0.0,90881049.35517045,21370800.0,117654442.67614728,122058376.50065318,30384.33882352941,736560243.995334,728684995.3977492,7875248.597584816,403039699.09246709,22676465.298479957,3137169.2151458275,568374296.4102445,0.0 
 01/04  09:00:00,648183833.4977477,0.0,0.0,272643148.0655114,0.0,253451924.59275989,122058376.50065318,30384.33882352941,423938494.5313907,416057453.9782111,7881040.553179609,242237707.9469982,68164196.1339795,5778995.92263705,324524814.10300466,0.0 
 01/04  10:00:00,618128976.3548906,0.0,0.0,272643148.0655114,0.0,223397067.4499028,122058376.50065318,30384.338823529408,344328628.7752487,336446446.2518456,7882182.523403121,191108747.3965169,68556307.85038759,6274338.430291655,262428228.07643957,0.0 
 01/04  11:00:00,611193240.0911543,0.0,0.0,272643148.0655114,0.0,216461331.18616648,122058376.50065318,30384.338823529408,291082792.83598646,283199927.3125865,7882865.523400016,154518621.52029837,69241543.32971186,6439452.599509857,220895943.30381743,0.0 
 01/04  12:00:00,618128976.3548906,0.0,0.0,272643148.0655114,0.0,223397067.4499028,122058376.50065318,30384.338823529408,252525520.4572255,240733133.95536606,11792386.501859446,127366415.24217674,73574901.18749318,7760365.953255465,187771844.48518554,0.0 
 01/04  13:00:00,616169321.7298102,0.0,0.0,272643148.0655114,0.0,221437412.82482205,122058376.50065318,30384.338823529408,253731016.6189604,241933211.19692103,11797805.422039388,128619510.18385706,69527070.73878587,9411507.64543748,188707904.7335984,0.0 
 01/04  14:00:00,623908756.5746708,0.0,0.0,272643148.0655114,0.0,229176847.66968299,122058376.50065318,30384.338823529408,191272475.59590034,179476119.9256615,11796355.670238838,90932271.4673148,79291917.35583359,8916165.137782878,139991373.54201598,0.0 
 01/04  15:00:00,611193240.0911543,0.0,0.0,272643148.0655114,0.0,216461331.18616648,122058376.50065318,30384.338823529408,182328497.86911623,174447662.85527057,7880835.013845632,85074947.19134099,78388751.52075163,5613881.753418848,136069177.02711106,0.0 
 01/04  16:00:00,611193240.0911543,0.0,0.0,272643148.0655114,0.0,216461331.18616648,122058376.50065318,30384.338823529408,190221520.75069694,182341358.68073,7880162.069966916,90263131.21888116,80216982.04209353,5448767.584200649,142226259.7709694,0.0 
 01/04  17:00:00,664338444.4867587,0.0,0.0,272643148.0655114,42741600.0,226864935.58177094,122058376.50065318,30384.338823529408,229295431.48110367,217505202.33228705,11790229.148816605,108401194.44407484,87761945.35775967,7265023.445600864,169654057.81918393,0.0 
 01/04  18:00:00,624318179.6688541,0.0,0.0,212055781.82873113,64112400.0,226061237.00064618,122058376.50065318,30384.338823529408,321655808.3966158,317681006.52974137,3974801.8668744496,147299599.21449409,85752757.84209731,4292968.3996732379,247791185.0931983,0.0 
 01/04  19:00:00,467335020.6654285,0.0,0.0,151468415.59195087,64112400.0,129665444.23400118,122058376.50065318,30384.338823529408,438808068.0016689,430931825.9388462,7876242.062822714,196035838.6021592,53780083.34485204,3467397.55358223,336126824.2323,0.0 
 01/04  20:00:00,458087372.3137802,0.0,0.0,151468415.59195087,64112400.0,120417795.88235286,122058376.50065318,30384.338823529408,473248181.75695779,469275513.405715,3972668.351242782,209471148.29942183,42143101.95072507,2476712.538273021,366034900.45645776,0.0 
 01/04  21:00:00,378201010.7925785,0.0,0.0,90881049.35517045,64112400.0,101118800.5979314,122058376.50065318,30384.338823529408,552851714.1623503,548878600.6239227,3973113.5384276139,239510192.09355463,25686760.459808373,2806940.876709425,428125308.48665967,0.0 
 01/04  22:00:00,373577186.6167544,0.0,0.0,90881049.35517045,64112400.0,96494976.4221072,122058376.50065318,30384.338823529408,573106339.7161994,569135025.996737,3971313.7194623786,248531668.2009149,20361878.31794254,1320913.3537456117,443925320.27745488,0.0 
 01/04  23:00:00,194541908.96732778,0.0,25566.39046645542,30293683.11839016,64112400.0,77195981.13768575,22883893.981961855,30384.33882352941,24279079.849124768,24207079.849124768,72000.0,47451904.00242995,0.0,825570.8460910071,18881522.282317319,107363.74495737296 
 01/04  24:00:00,201648113.74745883,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,45162506.71175444,30384.338823529408,105125790.99091387,101154622.07313183,3971168.9177820386,124165442.5233604,0.0,825570.8460910071,78900605.21704284,0.0 
 01/05  01:00:00,201294631.54959408,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,44809024.513889718,30384.33882352941,145787766.81622765,145715766.81622765,72000.0,153017092.1936935,0.0,827211.3257496285,113658298.11665756,0.0 
 01/05  02:00:00,201648113.74745883,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,45162506.71175444,30384.33882352941,166197242.58710558,162226192.5791844,3971050.007921175,169029582.760784,0.0,827211.3257496285,126536430.21176383,0.0 
 01/05  03:00:00,201294631.54959408,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,44809024.513889718,30384.33882352941,177475093.58655203,177403093.58655203,72000.0,174147629.51252628,0.0,827211.3257496285,138374412.99751059,0.0 
 01/05  04:00:00,201648113.74745883,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,45162506.71175444,30384.33882352941,212716469.30662958,208745242.20990385,3971227.0967257234,203819467.74847255,0.0,827211.3257496286,162821288.923725,0.0 
 01/05  05:00:00,210872625.60554607,0.0,0.0,15146841.55919508,64112400.0,77195981.13768575,54387018.569841708,30384.33882352941,270393311.7505113,270321311.7505113,72000.0,251655570.87947653,0.0,827211.3257496285,210850623.1653988,0.0 
 01/05  06:00:00,236749109.58988727,0.0,0.0,30293683.11839016,64112400.0,77195981.13768575,65116660.99498776,30384.33882352941,332450984.1999839,328479215.6924836,3971768.507500306,319235462.36198297,0.0,1323538.1211994054,256213788.24013717,0.0 
 01/05  07:00:00,293690825.0955527,0.0,0.0,30293683.11839016,64112400.0,77195981.13768575,122058376.50065318,30384.33882352941,842006969.2151945,841934969.2151945,72000.0,761796663.5032737,0.0,1158095.85604948,656709275.9878519,0.0 
 01/05  08:00:00,351995052.87079456,0.0,0.0,90881049.35517045,21370800.0,117654442.67614728,122058376.50065318,30384.33882352941,1131654523.531653,1123779603.2944003,7874920.237252822,545392591.8448713,20704763.639007927,3143403.037848588,876548090.569632,0.0 
 01/05  09:00:00,648183833.4977477,0.0,0.0,272643148.0655114,0.0,253451924.59275989,122058376.50065318,30384.338823529408,697278416.3374643,689397568.3959715,7880847.941492838,325278530.94406518,84846946.76909408,5790479.280247399,537730103.3488578,0.0 
 01/05  10:00:00,618128976.3548906,0.0,0.0,272643148.0655114,0.0,223397067.4499028,122058376.50065318,30384.338823529408,535917967.30238476,528035308.1492147,7882659.153170088,227527063.5492979,88249184.51084036,6286806.075697176,411867540.3563875,0.0 
 01/05  11:00:00,611430897.8774122,0.0,237657.7862578705,272643148.0655114,0.0,216461331.18616648,122058376.50065318,30384.338823529408,433261401.73848918,425378462.34002086,7882939.398468306,190818459.08869917,104581413.70109642,6452248.340847103,331795200.62521627,997395.0798530361 
 01/05  12:00:00,618561396.7670606,0.0,432420.4121700307,272643148.0655114,0.0,223397067.4499028,122058376.50065318,30384.338823529408,371230216.87068137,359436222.8572676,11793994.013413782,166633854.13850413,114097793.98650763,7775786.462046505,280360253.8286687,1814769.035416492 
